plz,PLR_ID,overlap_area_m2,plz_area_m2,plr_area_m2,pct_of_plz,pct_of_plr
10997,02300316,470641.0262,1578088.1195,471175.5308,0.2982,0.9989
10997,02300315,323903.2898,1578088.1195,350724.9231,0.2053,0.9235
10997,02300418,77091.9749,1578088.1195,599450.3094,0.0489,0.1286
10997,02300419,525903.5077,1578088.1195,526426.9022,0.3333,0.9990
10997,02300417,3868.4956,1578088.1195,369498.8033,0.0025,0.0105
10997,02300314,176569.7844,1578088.1195,443709.2622,0.1119,0.3979
10999,02200213,7138.4473,1414726.4306,592194.0445,0.0050,0.0121
10999,02300315,26821.6333,1414726.4306,350724.9231,0.0190,0.0765
10999,02300418,522300.7081,1414726.4306,599450.3094,0.3692,0.8713
10999,02300417,365626.9334,1414726.4306,369498.8033,0.2584,0.9895
10999,02100104,5734.0192,1414726.4306,380352.0392,0.0041,0.0151
10999,02100105,42207.2368,1414726.4306,423141.4697,0.0298,0.0997
10999,02100106,185979.6726,1414726.4306,388751.4475,0.1315,0.4784
10999,02300314,258317.4940,1414726.4306,443709.2622,0.1826,0.5822
12043,08100416,187212.0128,720391.1874,334155.4242,0.2599,0.5603
12043,08100415,176387.6280,720391.1874,255238.5715,0.2448,0.6911
12043,08100207,51052.0109,720391.1874,371580.0119,0.0709,0.1374
12043,08100208,6680.6170,720391.1874,553562.7898,0.0093,0.0121
12043,08100206,95257.1179,720391.1874,421408.8748,0.1322,0.2260
12043,08100314,203797.3600,720391.1874,255784.7915,0.2829,0.7968
12045,08100418,108922.3613,672963.5476,639908.4148,0.1619,0.1702
12045,08100419,25532.7651,672963.5476,430388.2774,0.0379,0.0593
12045,08100415,12061.2378,672963.5476,255238.5715,0.0179,0.0473
12045,08100314,22441.5661,672963.5476,255784.7915,0.0333,0.0877
12045,08100312,483920.4457,672963.5476,515674.5699,0.7191,0.9384
12045,08100313,19842.0578,672963.5476,139984.2568,0.0295,0.1417
12047,08100314,15078.5376,519509.2884,255784.7915,0.0290,0.0590
12047,08100312,23707.9422,519509.2884,515674.5699,0.0456,0.0460
12047,08100311,242506.8934,519509.2884,259444.4983,0.4668,0.9347
12047,08100310,238170.0653,519509.2884,254597.9949,0.4585,0.9355
12049,08100207,9369.1372,1100285.5972,371580.0119,0.0085,0.0252
12049,08100208,74537.4000,1100285.5972,553562.7898,0.0677,0.1347
12049,08100206,34067.9180,1100285.5972,421408.8748,0.0310,0.0808
12049,08100101,143492.7190,1100285.5972,865906.2574,0.1304,0.1657
12049,08100102,288181.1736,1100285.5972,589339.0573,0.2619,0.4890
12049,08100103,478684.0645,1100285.5972,478829.1048,0.4351,0.9997
12049,08100104,71641.8345,1100285.5972,550898.5226,0.0651,0.1300
12051,08200622,17097.4303,1513233.4901,666687.8250,0.0113,0.0256
12051,08100208,197565.4611,1513233.4901,553562.7898,0.1306,0.3569
12051,08100209,383226.3251,1513233.4901,588922.9028,0.2532,0.6507
12051,08100104,479244.5128,1513233.4901,550898.5226,0.3167,0.8699
12051,08100105,435713.2886,1513233.4901,463665.5078,0.2879,0.9397
12053,08100207,311158.8639,850115.4731,371580.0119,0.3660,0.8374
12053,08100208,246858.3232,850115.4731,553562.7898,0.2904,0.4459
12053,08100206,292072.8037,850115.4731,421408.8748,0.3436,0.6931
12055,08100521,234073.3674,877120.6746,2196376.2591,0.2669,0.1066
12055,08100416,146943.4113,877120.6746,334155.4242,0.1675,0.4397
12055,08100417,367655.0234,877120.6746,412429.5935,0.4192,0.8914
12055,08100415,24971.2126,877120.6746,255238.5715,0.0285,0.0978
12055,08100208,27920.9885,877120.6746,553562.7898,0.0318,0.0504
12055,08100209,75556.6714,877120.6746,588922.9028,0.0861,0.1283
12057,08200622,21976.3474,3167798.7068,666687.8250,0.0069,0.0330
12057,08100521,1917123.5008,3167798.7068,2196376.2591,0.6052,0.8729
12057,08100520,1090454.8416,3167798.7068,1120021.3625,0.3442,0.9736
12057,08100418,8402.5097,3167798.7068,639908.4148,0.0027,0.0131
12057,08100419,1032.6298,3167798.7068,430388.2774,0.0003,0.0024
12057,08100209,128290.0779,3167798.7068,588922.9028,0.0405,0.2178
12059,08100521,43070.9881,1217497.2161,2196376.2591,0.0354,0.0196
12059,08100520,28898.8226,1217497.2161,1120021.3625,0.0237,0.0258
12059,08100418,522583.5438,1217497.2161,639908.4148,0.4292,0.8167
12059,08100419,403474.6373,1217497.2161,430388.2774,0.3314,0.9375
12059,08100417,44778.2166,1217497.2161,412429.5935,0.0368,0.1086
12059,08100415,41819.6626,1217497.2161,255238.5715,0.0343,0.1638
12059,08100312,7967.1859,1217497.2161,515674.5699,0.0065,0.0155
12059,08100313,119895.8805,1217497.2161,139984.2568,0.0985,0.8565
12059,09100101,4995.6667,1217497.2161,2312929.3151,0.0041,0.0022
12099,07400721,2432286.0265,6331420.8601,4278940.5650,0.3842,0.5684
12099,07400927,2975955.4829,6331420.8601,3057732.6482,0.4700,0.9733
12099,07400928,616157.6830,6331420.8601,659968.7728,0.0973,0.9336
12099,08100105,27949.6285,6331420.8601,463665.5078,0.0044,0.0603
12099,08200624,9539.0229,6331420.8601,1188982.3927,0.0015,0.0080
12099,07501031,3567.5042,6331420.8601,1541484.4466,0.0006,0.0023
12099,07501032,99646.9858,6331420.8601,1231525.7973,0.0157,0.0809
12099,07400825,40609.4807,6331420.8601,418308.9571,0.0064,0.0971
12099,07400824,118081.0490,6331420.8601,636579.9778,0.0187,0.1855
12099,07400720,7615.8847,6331420.8601,1183857.9095,0.0012,0.0064
12101,07400721,1157724.5039,2288929.5807,4278940.5650,0.5058,0.2706
12101,07400720,1008122.6439,2288929.5807,1183857.9095,0.4404,0.8516
12101,07200413,122958.2208,2288929.5807,796822.8928,0.0537,0.1543
12103,07400825,218635.3071,2196353.2421,418308.9571,0.0995,0.5227
12103,07400824,518498.9288,2196353.2421,636579.9778,0.2361,0.8145
12103,07400823,773734.6476,2196353.2421,804936.8794,0.3523,0.9612
12103,07400822,534842.6195,2196353.2421,1452706.6264,0.2435,0.3682
12103,07400720,150610.9977,2196353.2421,1183857.9095,0.0686,0.1272
12105,07501030,474094.3515,3365270.7436,596811.6697,0.1409,0.7944
12105,07400825,159064.1693,3365270.7436,418308.9571,0.0473,0.3803
12105,07400823,31200.2584,3365270.7436,804936.8794,0.0093,0.0388
12105,07400822,363726.1331,3365270.7436,1452706.6264,0.1081,0.2504
12105,07501029,1167636.2838,3365270.7436,1441253.3937,0.3470,0.8102
12105,07400826,1168952.2984,3365270.7436,1169050.9738,0.3474,0.9999
12107,08200831,47347.5964,4421092.1163,1457014.6056,0.0107,0.0325
12107,07601442,29085.9960,4421092.1163,2347015.0613,0.0066,0.0124
12107,07601238,66257.6232,4421092.1163,1984005.7702,0.0150,0.0334
12107,07501135,520237.2581,4421092.1163,555294.5661,0.1177,0.9369
12107,07501134,2063651.7966,4421092.1163,2252428.2058,0.4668,0.9162
12107,07501133,1327421.5225,4421092.1163,1755277.7994,0.3002,0.7562
12107,07501030,22318.3489,4421092.1163,596811.6697,0.0050,0.0374
12107,07501031,37674.8925,4421092.1163,1541484.4466,0.0085,0.0244
12107,07501032,33422.7846,4421092.1163,1231525.7973,0.0076,0.0271
12107,07501029,273500.3189,4421092.1163,1441253.3937,0.0619,0.1898
12109,07400927,81634.7332,2968791.6610,3057732.6482,0.0275,0.0267
12109,07501134,188236.6594,2968791.6610,2252428.2058,0.0634,0.0836
12109,07501030,100391.9915,2968791.6610,596811.6697,0.0338,0.1682
12109,07501031,1500242.0499,2968791.6610,1541484.4466,0.5053,0.9732
12109,07501032,1098258.6700,2968791.6610,1231525.7973,0.3699,0.8918
12157,06100209,355458.3734,2050207.6899,633527.4095,0.1734,0.5611
12157,06100210,153709.4899,2050207.6899,235438.7022,0.0750,0.6529
12157,07400822,53414.0594,2050207.6899,1452706.6264,0.0261,0.0368
12157,07300619,1486082.2561,2050207.6899,2572507.3892,0.7248,0.5777
12157,07300618,1436.1431,2050207.6899,567379.6816,0.0007,0.0025
12159,07300517,565663.4183,997913.1701,636367.6026,0.5668,0.8889
12159,07200308,1499.3586,997913.1701,626430.0225,0.0015,0.0024
12159,07300619,1707.8894,997913.1701,2572507.3892,0.0017,0.0007
12159,07300618,429012.2379,997913.1701,567379.6816,0.4299,0.7561
12161,07300516,422093.1019,964909.2543,458495.3040,0.4374,0.9206
12161,07300515,323344.8881,964909.2543,366887.2990,0.3351,0.8813
12161,06100103,6870.4250,964909.2543,461083.5113,0.0071,0.0149
12161,06100209,58026.9507,964909.2543,633527.4095,0.0601,0.0916
12161,07300517,57458.3503,964909.2543,636367.6026,0.0595,0.0903
12161,07300618,97054.6418,964909.2543,567379.6816,0.1006,0.1711
12163,07300516,19763.4965,1342282.8339,458495.3040,0.0147,0.0431
12163,06100208,2720.0734,1342282.8339,620318.2579,0.0020,0.0044
12163,06100101,424937.2108,1342282.8339,989497.2595,0.3166,0.4294
12163,06100102,369746.7009,1342282.8339,488576.8838,0.2755,0.7568
12163,06100103,416376.7326,1342282.8339,461083.5113,0.3102,0.9030
12163,06100209,106719.2982,1342282.8339,633527.4095,0.0795,0.1685
12163,06100210,1977.0969,1342282.8339,235438.7022,0.0015,0.0084
12165,06100208,20368.7317,945018.7110,620318.2579,0.0216,0.0328
12165,06100207,158219.7891,945018.7110,679360.6856,0.1674,0.2329
12165,06300629,139678.1517,945018.7110,1416112.8017,0.1478,0.0986
12165,06100101,515930.8560,945018.7110,989497.2595,0.5459,0.5214
12165,06100102,110700.6841,945018.7110,488576.8838,0.1171,0.2266
12167,06200312,53531.9558,1641944.6712,1237240.8974,0.0326,0.0433
12167,06100205,392572.9954,1641944.6712,850448.7430,0.2391,0.4616
12167,06100208,31099.0984,1641944.6712,620318.2579,0.0189,0.0501
12167,06100207,483448.1339,1641944.6712,679360.6856,0.2944,0.7116
12167,06100206,681031.1739,1641944.6712,710524.5673,0.4148,0.9585
12169,06100205,101960.8282,2126084.8969,850448.7430,0.0480,0.1199
12169,06100204,1115069.2164,2126084.8969,1115399.4757,0.5245,0.9997
12169,06100208,566120.1260,2126084.8969,620318.2579,0.2663,0.9126
12169,06100102,8129.4988,2126084.8969,488576.8838,0.0038,0.0166
12169,06100209,113322.7872,2126084.8969,633527.4095,0.0533,0.1789
12169,06100210,79752.1153,2126084.8969,235438.7022,0.0375,0.3387
12169,07300619,127095.0808,2126084.8969,2572507.3892,0.0598,0.0494
12169,06100206,14607.4111,2126084.8969,710524.5673,0.0069,0.0206
12203,06100207,37678.1260,3071406.8046,679360.6856,0.0123,0.0555
12203,06300633,1593413.8160,3071406.8046,1667093.7334,0.5188,0.9558
12203,06300634,1447.1009,3071406.8046,1583381.5744,0.0005,0.0009
12203,06300631,2434.5510,3071406.8046,1782789.2930,0.0008,0.0014
12203,06400843,2831.5467,3071406.8046,2110254.8005,0.0009,0.0013
12203,06300629,796654.5996,3071406.8046,1416112.8017,0.2594,0.5626
12203,06300630,620085.3764,3071406.8046,744471.1894,0.2019,0.8329
12203,06200421,16861.6882,3071406.8046,2034774.0760,0.0055,0.0083
12205,06300633,72816.9086,3030436.9449,1667093.7334,0.0240,0.0437
12205,06300632,1182455.5739,3030436.9449,3084440.1175,0.3902,0.3834
12205,06300634,1575602.7622,3030436.9449,1583381.5744,0.5199,0.9951
12205,06300527,743.6009,3030436.9449,979531.9727,0.0002,0.0008
12205,06400843,23893.1797,3030436.9449,2110254.8005,0.0079,0.0113
12205,06300629,174924.8859,3030436.9449,1416112.8017,0.0577,0.1235
12207,06200423,122478.7550,5591039.8158,1740986.0522,0.0219,0.0704
12207,06200419,321063.0633,5591039.8158,321063.0633,0.0574,1.0000
12207,06200312,29498.1672,5591039.8158,1237240.8974,0.0053,0.0238
12207,06300633,839.2695,5591039.8158,1667093.7334,0.0002,0.0005
12207,06300632,114372.5456,5591039.8158,3084440.1175,0.0205,0.0371
12207,06300631,451750.1078,5591039.8158,1782789.2930,0.0808,0.2534
12207,06200418,1104886.1331,5591039.8158,1104903.0666,0.1976,1.0000
12207,06300630,124010.7887,5591039.8158,744471.1894,0.0222,0.1666
12207,06200420,1369163.9445,5591039.8158,1370075.1207,0.2449,0.9993
12207,06200314,3913.2154,5591039.8158,733421.2717,0.0007,0.0053
12207,06200421,1943204.5644,5591039.8158,2034774.0760,0.3476,0.9550
12207,06200422,4324.5059,5591039.8158,1366845.3640,0.0008,0.0032
12209,06200317,30919.6425,3067735.7593,1480863.4790,0.0101,0.0209
12209,06200423,1593728.0693,3067735.7593,1740986.0522,0.5195,0.9154
12209,06200315,51675.5387,3067735.7593,1174941.0793,0.0168,0.0440
12209,06200314,28418.8391,3067735.7593,733421.2717,0.0093,0.0387
12209,06200422,1362501.2569,3067735.7593,1366845.3640,0.4441,0.9968
12247,06200315,26549.4559,3454074.5211,1174941.0793,0.0077,0.0226
12247,06200316,2872.5787,3454074.5211,671428.5125,0.0008,0.0043
12247,06200311,933581.6321,3454074.5211,993261.5622,0.2703,0.9399
12247,06200312,1154210.7744,3454074.5211,1237240.8974,0.3342,0.9329
12247,06100205,355777.2271,3454074.5211,850448.7430,0.1030,0.4183
12247,06100206,14852.1414,3454074.5211,710524.5673,0.0043,0.0209
12247,06200313,579955.1400,3454074.5211,698531.3964,0.1679,0.8302
12247,06200314,311772.1097,3454074.5211,733421.2717,0.0903,0.4251
12247,06200421,74348.8469,3454074.5211,2034774.0760,0.0215,0.0365
12249,07601236,84211.0227,3870346.3729,1146609.0294,0.0218,0.0734
12249,06200317,1437212.7608,3870346.3729,1480863.4790,0.3713,0.9705
12249,06200423,16115.7854,3870346.3729,1740986.0522,0.0042,0.0093
12249,06200315,1096716.0847,3870346.3729,1174941.0793,0.2834,0.9334
12249,06200316,668555.9338,3870346.3729,671428.5125,0.1727,0.9957
12249,06200311,59610.5883,3870346.3729,993261.5622,0.0154,0.0600
12249,06200313,118576.2564,3870346.3729,698531.3964,0.0306,0.1698
12249,06200314,389317.1075,3870346.3729,733421.2717,0.1006,0.5308
12277,07601546,2154.8033,6723970.0416,1773447.4075,0.0003,0.0012
12277,07601442,17815.8555,6723970.0416,2347015.0613,0.0026,0.0076
12277,07601341,2398307.6375,6723970.0416,3911481.8878,0.3567,0.6131
12277,07601238,1904457.9768,6723970.0416,1984005.7702,0.2832,0.9599
12277,07501135,33696.4078,6723970.0416,555294.5661,0.0050,0.0607
12277,07601237,1228753.5668,6723970.0416,1235068.3600,0.1827,0.9949
12277,07601236,699444.0394,6723970.0416,1146609.0294,0.1040,0.6100
12277,07501133,427852.9442,6723970.0416,1755277.7994,0.0636,0.2438
12277,06200317,11048.5936,6723970.0416,1480863.4790,0.0016,0.0075
12279,07601341,475998.4586,1723458.3885,3911481.8878,0.2762,0.1217
12279,07601237,6314.7932,1723458.3885,1235068.3600,0.0037,0.0051
12279,07601236,362953.9672,1723458.3885,1146609.0294,0.2106,0.3165
12279,07601340,413765.4413,1723458.3885,413765.4413,0.2401,1.0000
12279,07601339,453530.5580,1723458.3885,453543.5704,0.2632,1.0000
12279,06200317,1519.8777,1723458.3885,1480863.4790,0.0009,0.0010
12279,06200423,8638.2856,1723458.3885,1740986.0522,0.0050,0.0050
12305,08200831,23040.0996,4012724.9590,1457014.6056,0.0057,0.0158
12305,07601544,569185.5972,4012724.9590,1123294.7186,0.1418,0.5067
12305,07601545,22293.5765,4012724.9590,899994.8413,0.0056,0.0248
12305,07601443,1095734.7231,4012724.9590,1985668.1104,0.2731,0.5518
12305,07601442,2299822.3006,4012724.9590,2347015.0613,0.5731,0.9799
12305,07601238,1278.2586,4012724.9590,1984005.7702,0.0003,0.0006
12305,07501135,1360.9002,4012724.9590,555294.5661,0.0003,0.0025
12307,07601547,753990.1824,4128098.1192,940951.9984,0.1826,0.8013
12307,07601544,551544.6740,4128098.1192,1123294.7186,0.1336,0.4910
12307,07601546,1771273.3900,4128098.1192,1773447.4075,0.4291,0.9988
12307,07601341,1037168.1619,4128098.1192,3911481.8878,0.2512,0.2652
12307,07601238,12011.8334,4128098.1192,1984005.7702,0.0029,0.0061
12309,07601548,967422.8859,2923399.9789,967762.3092,0.3309,0.9996
12309,07601547,186961.1902,2923399.9789,940951.9984,0.0640,0.1987
12309,07601544,2564.4475,2923399.9789,1123294.7186,0.0009,0.0023
12309,07601545,877365.0038,2923399.9789,899994.8413,0.3001,0.9749
12309,07601443,888889.3957,2923399.9789,1985668.1104,0.3041,0.4477
12347,08200726,68537.7710,3985322.3249,988011.5885,0.0172,0.0694
12347,08200623,399921.8891,3985322.3249,1178693.8557,0.1003,0.3393
12347,08200622,316759.6035,3985322.3249,666687.8250,0.0795,0.4751
12347,08100209,1847.9401,3985322.3249,588922.9028,0.0005,0.0031
12347,07400928,43683.2648,3985322.3249,659968.7728,0.0110,0.0662
12347,08200624,1179291.0551,3985322.3249,1188982.3927,0.2959,0.9918
12347,08200725,1624965.4670,3985322.3249,1629084.5093,0.4077,0.9975
12347,08200729,349966.1578,3985322.3249,3150692.1333,0.0878,0.1111
12349,08200833,58634.2043,6496869.3296,1106393.3195,0.0090,0.0530
12349,08200832,1990232.7789,6496869.3296,2031517.5484,0.3063,0.9797
12349,08200730,132983.2937,6496869.3296,1375725.3945,0.0205,0.0967
12349,08200726,6140.6184,6496869.3296,988011.5885,0.0009,0.0062
12349,08200727,115950.5172,6496869.3296,1156164.4562,0.0178,0.1003
12349,08200725,4096.7162,6496869.3296,1629084.5093,0.0006,0.0025
12349,08200729,2800715.4505,6496869.3296,3150692.1333,0.4311,0.8889
12349,08200831,1386626.9096,6496869.3296,1457014.6056,0.2134,0.9517
12349,07501134,532.9532,6496869.3296,2252428.2058,0.0001,0.0002
12351,08301036,230068.3125,3346060.9308,694647.3953,0.0688,0.3312
12351,08401241,117169.6721,3346060.9308,2118882.5277,0.0350,0.0553
12351,08300934,595486.5968,3346060.9308,847162.9286,0.1780,0.7029
12351,08300935,201509.8378,3346060.9308,676974.3570,0.0602,0.2977
12351,08200833,48622.0541,3346060.9308,1106393.3195,0.0145,0.0439
12351,08200730,1002221.6403,3346060.9308,1375725.3945,0.2995,0.7285
12351,08401139,799155.8685,3346060.9308,826321.8959,0.2388,0.9671
12351,08401140,332869.1269,3346060.9308,440654.6154,0.0995,0.7554
12351,08401138,18558.8000,3346060.9308,133571.1058,0.0055,0.1389
12353,08401242,87385.0613,2730814.5250,1921433.8869,0.0320,0.0455
12353,08301037,419216.1951,2730814.5250,437704.3473,0.1535,0.9578
12353,08301036,426931.2190,2730814.5250,694647.3953,0.1563,0.6146
12353,08401241,29253.9976,2730814.5250,2118882.5277,0.0107,0.0138
12353,08300934,251672.9709,2730814.5250,847162.9286,0.0922,0.2971
12353,08300935,475460.6244,2730814.5250,676974.3570,0.1741,0.7023
12353,08200833,999128.8228,2730814.5250,1106393.3195,0.3659,0.9031
12353,08200832,41261.2097,2730814.5250,2031517.5484,0.0151,0.0203
12355,08401245,471629.5952,8017266.9710,471629.8727,0.0588,1.0000
12355,08401244,2766751.2599,8017266.9710,2775309.9029,0.3451,0.9969
12355,08401246,2243191.5256,8017266.9710,2243916.5654,0.2798,0.9997
12355,08401243,751219.5408,8017266.9710,2506778.8237,0.0937,0.2997
12355,08401242,1779601.5715,8017266.9710,1921433.8869,0.2220,0.9262
12355,09300920,3139.5291,8017266.9710,4302274.3430,0.0004,0.0007
12357,08401244,8558.6220,3793966.8284,2775309.9029,0.0023,0.0031
12357,08401243,1754803.1571,3793966.8284,2506778.8237,0.4625,0.7000
12357,08401242,54446.6271,3793966.8284,1921433.8869,0.0144,0.0283
12357,08301037,18488.1522,3793966.8284,437704.3473,0.0049,0.0422
12357,08301036,37644.5417,3793966.8284,694647.3953,0.0099,0.0542
12357,08401241,1920021.3918,3793966.8284,2118882.5277,0.5061,0.9061
12359,08401241,51648.2008,4771504.0281,2118882.5277,0.0108,0.0244
12359,08200730,240520.4605,4771504.0281,1375725.3945,0.0504,0.1748
12359,08401139,27166.0274,4771504.0281,826321.8959,0.0057,0.0329
12359,08401140,107785.4885,4771504.0281,440654.6154,0.0226,0.2446
12359,08401138,115012.3058,4771504.0281,133571.1058,0.0241,0.8611
12359,08200728,1184926.2223,4771504.0281,1185817.6163,0.2483,0.9992
12359,08200726,913333.1991,4771504.0281,988011.5885,0.1914,0.9244
12359,08200623,778381.3805,4771504.0281,1178693.8557,0.1631,0.6604
12359,08200622,310854.4438,4771504.0281,666687.8250,0.0651,0.4663
12359,08100521,1671.1504,4771504.0281,2196376.2591,0.0004,0.0008
12359,08200727,1040196.0051,4771504.0281,1156164.4562,0.2180,0.8997
12435,08100520,540.2164,4079513.1418,1120021.3625,0.0001,0.0005
12435,09100305,1487.8111,4079513.1418,496533.5846,0.0004,0.0030
12435,09100203,916060.5459,4079513.1418,2143854.5503,0.2246,0.4273
12435,09100202,853603.2095,4079513.1418,853603.2351,0.2092,1.0000
12435,09100101,2306918.1539,4079513.1418,2312929.3151,0.5655,0.9974
12437,08200728,505.2846,6002123.0517,1185817.6163,0.0001,0.0004
12437,09100306,1995777.3593,6002123.0517,2721310.8063,0.3325,0.7334
12437,09100407,505949.9247,6002123.0517,3245430.8113,0.0843,0.1559
12437,09200613,164619.0598,6002123.0517,1904314.4154,0.0274,0.0864
12437,09100305,494853.4954,6002123.0517,496533.5846,0.0824,0.9966
12437,09100304,1611885.2955,6002123.0517,1612955.3265,0.2686,0.9993
12437,09100203,1227249.8117,6002123.0517,2143854.5503,0.2045,0.5725
12459,11501340,38464.0493,8198570.1124,3296042.1754,0.0047,0.0117
12459,09501939,54599.2640,8198570.1124,1141908.4839,0.0067,0.0478
12459,09502043,181044.3236,8198570.1124,4772145.5972,0.0221,0.0379
12459,09200613,5571.2436,8198570.1124,1904314.4154,0.0007,0.0029
12459,09200510,2328530.8204,8198570.1124,2329671.8699,0.2840,0.9995
12459,09200512,4240446.1338,8198570.1124,4244392.0863,0.5172,0.9991
12459,09200511,1349366.2220,8198570.1124,1357879.8573,0.1646,0.9937
12487,08401243,658.9458,7320183.4204,2506778.8237,0.0001,0.0003
12487,08401241,789.2653,7320183.4204,2118882.5277,0.0001,0.0004
12487,09200715,39210.5289,7320183.4204,2669691.2272,0.0054,0.0147
12487,09100409,2948198.3468,7320183.4204,2986374.2619,0.4027,0.9872
12487,09100408,766257.6475,7320183.4204,766257.6475,0.1047,1.0000
12487,09100306,725065.1782,7320183.4204,2721310.8063,0.0991,0.2664
12487,09100407,2739478.9306,7320183.4204,3245430.8113,0.3742,0.8441
12487,09200613,99421.7184,7320183.4204,1904314.4154,0.0136,0.0522
12487,09100304,1064.5314,7320183.4204,1612955.3265,0.0001,0.0007
12489,09301126,4870.6950,6072726.0043,9167493.2784,0.0008,0.0005
12489,09300920,16701.3802,6072726.0043,4302274.3430,0.0028,0.0039
12489,09200715,2630227.1828,6072726.0043,2669691.2272,0.4331,0.9852
12489,09200716,942974.5396,6072726.0043,947242.8620,0.1553,0.9955
12489,09200717,2462111.6805,6072726.0043,2544489.6012,0.4054,0.9676
12489,09100409,15477.6000,6072726.0043,2986374.2619,0.0025,0.0052
12524,08401246,711.9236,8019654.2423,2243916.5654,0.0001,0.0003
12524,09301126,1051.0962,8019654.2423,9167493.2784,0.0001,0.0001
12524,09301025,24162.1213,8019654.2423,5531188.7982,0.0030,0.0044
12524,09300922,380651.1994,8019654.2423,380658.4001,0.0475,1.0000
12524,09300920,4282433.2404,8019654.2423,4302274.3430,0.5340,0.9954
12524,09301024,310474.3841,8019654.2423,1147913.9509,0.0387,0.2705
12524,09300921,1456395.8660,8019654.2423,1461241.8398,0.1816,0.9967
12524,09300923,1562946.2186,8019654.2423,1565737.9384,0.1949,0.9982
12526,09301126,64293.0814,6416732.3665,9167493.2784,0.0100,0.0070
12526,09301025,5506508.9206,6416732.3665,5531188.7982,0.8581,0.9955
12526,09301024,837279.6734,6416732.3665,1147913.9509,0.1305,0.7294
12526,09300921,4230.1325,6416732.3665,1461241.8398,0.0007,0.0029
12526,09300923,2700.3113,6416732.3665,1565737.9384,0.0004,0.0017
12527,09301228,14741405.8587,26202910.7393,14754154.4111,0.5626,0.9991
12527,09301227,2354278.1630,26202910.7393,2355437.1787,0.0898,0.9995
12527,09401635,4385.3292,26202910.7393,22201159.9306,0.0002,0.0002
12527,09301126,9088542.9041,26202910.7393,9167493.2784,0.3469,0.9914
12527,09300921,615.8413,26202910.7393,1461241.8398,0.0000,0.0004
12555,10400837,1549.2002,10028800.1816,4866845.2503,0.0002,0.0003
12555,09502042,1874136.0063,10028800.1816,3194316.6039,0.1869,0.5867
12555,09200717,5479.4125,10028800.1816,2544489.6012,0.0005,0.0022
12555,09200819,112011.5175,10028800.1816,1550835.9986,0.0112,0.0722
12555,09200818,543140.4758,10028800.1816,571286.8961,0.0542,0.9507
12555,09501939,1042988.6008,10028800.1816,1141908.4839,0.1040,0.9134
12555,09501941,945312.6819,10028800.1816,1045239.4710,0.0943,0.9044
12555,09401534,290529.6039,10028800.1816,796358.2862,0.0290,0.3648
12555,09501940,595636.8793,10028800.1816,595831.1258,0.0594,0.9997
12555,09401431,23606.4898,10028800.1816,513251.5955,0.0024,0.0460
12555,09501736,1187.6328,10028800.1816,2871397.1090,0.0001,0.0004
12555,09502043,4589921.8563,10028800.1816,4772145.5972,0.4577,0.9618
12555,09200512,2742.4577,10028800.1816,4244392.0863,0.0003,0.0006
12557,09301126,7101.6310,9224535.6723,9167493.2784,0.0008,0.0008
12557,09401433,1024933.4204,9224535.6723,1990326.9808,0.1111,0.5150
12557,09200717,637.9741,9224535.6723,2544489.6012,0.0001,0.0003
12557,09200819,1438806.6832,9224535.6723,1550835.9986,0.1560,0.9278
12557,09200818,28107.7886,9224535.6723,571286.8961,0.0030,0.0492
12557,09501939,44312.7135,9224535.6723,1141908.4839,0.0048,0.0388
12557,09401534,486164.9707,9224535.6723,796358.2862,0.0527,0.6105
12557,09401329,5230770.6692,9224535.6723,17014961.5752,0.5670,0.3074
12557,09401330,963699.8215,9224535.6723,963712.4789,0.1045,1.0000
12559,09301228,2074.3109,36449134.4058,14754154.4111,0.0001,0.0001
12559,09301227,1159.0157,36449134.4058,2355437.1787,0.0000,0.0005
12559,09401635,22173429.0189,36449134.4058,22201159.9306,0.6083,0.9988
12559,09501838,16037.5648,36449134.4058,21437501.4377,0.0004,0.0007
12559,09301126,1602.3889,36449134.4058,9167493.2784,0.0000,0.0002
12559,09401433,964954.1293,36449134.4058,1990326.9808,0.0265,0.4848
12559,09501941,61981.4179,36449134.4058,1045239.4710,0.0017,0.0593
12559,09401534,19665.9233,36449134.4058,796358.2862,0.0005,0.0247
12559,09401431,489644.0718,36449134.4058,513251.5955,0.0134,0.9540
12559,09401432,936574.3652,36449134.4058,938126.6493,0.0257,0.9983
12559,09501736,850.6312,36449134.4058,2871397.1090,0.0000,0.0003
12559,09401329,11779698.7051,36449134.4058,17014961.5752,0.3232,0.6923
12587,09501838,279616.5958,15573767.5860,21437501.4377,0.0180,0.0130
12587,09501737,11161541.4036,15573767.5860,11163770.1493,0.7167,0.9998
12587,09502042,1221833.1330,15573767.5860,3194316.6039,0.0785,0.3825
12587,09501941,37941.6541,15573767.5860,1045239.4710,0.0024,0.0363
12587,09401432,1552.2841,15573767.5860,938126.6493,0.0001,0.0017
12587,09501736,2869242.7598,15573767.5860,2871397.1090,0.1842,0.9992
12587,09401329,1064.5854,15573767.5860,17014961.5752,0.0001,0.0001
12589,09401635,7410.9535,21148798.9260,22201159.9306,0.0004,0.0003
12589,09501838,21134257.4142,21148798.9260,21437501.4377,0.9993,0.9859
12589,09501737,871.4498,21148798.9260,11163770.1493,0.0000,0.0001
12589,09401329,2999.1956,21148798.9260,17014961.5752,0.0001,0.0002
